Date,DXY_Dollar_Index,Gold_Spot,Brent_Crude_Oil,US_Treasury_2Y,US_Treasury_5Y,US_Treasury_10Y,US_Treasury_30Y
2019-06-28,96.13,1409.5,66.51,1.7549,1.7672,2.00595,2.53305
2019-07-05,97.286,1399.95,64.44,1.86535,1.83655,2.03815,2.5437
2019-07-12,96.81,1415.745,67.0,1.84305,1.87005,2.1228,2.6478
2019-07-19,97.151,1425.295,62.65,1.8234,1.8155,2.05605,2.581
2019-07-26,98.01,1418.695,63.39,1.8569,1.8527,2.07295,2.59545
2019-08-02,98.074,1440.705,61.17,1.7078,1.65985,1.84255,2.37615
2019-08-09,97.491,1497.24,58.42,1.64555,1.5784,1.74295,2.2583
2019-08-16,98.142,1514.15,58.64,1.48445,1.4226,1.56145,2.04365
2019-08-23,97.64,1526.85,58.94,1.52905,1.41325,1.53255,2.0262
2019-08-30,98.916,1520.25,60.43,1.508,1.3898,1.49855,1.96295
2019-09-06,98.394,1506.95,61.78,1.5382,1.43035,1.55935,2.02465
2019-09-13,98.257,1488.7,60.25,1.80195,1.75655,1.9002,2.3745
2019-09-20,98.513,1517.15,64.77,1.6851,1.59935,1.72065,2.1574
2019-09-27,99.109,1496.945,61.91,1.6355,1.5644,1.68615,2.13
2019-10-04,98.808,1504.6,58.43,1.4046,1.34785,1.52815,2.01305
2019-10-11,98.301,1489.85,60.68,1.59545,1.55415,1.73335,2.1962
2019-10-18,97.282,1490.1,59.3,1.5767,1.56505,1.75185,2.24775
2019-10-25,97.831,1504.73,62.03,1.6216,1.62495,1.79865,2.2884
2019-11-01,97.239,1513.95,61.55,1.552,1.54325,1.7129,2.1922
2019-11-08,98.353,1458.657,62.61,1.6793,1.7498,1.94425,2.4269
2019-11-15,97.999,1467.3669,63.45,1.6132,1.65255,1.83505,2.30795
2019-11-22,98.27,1462.29,63.5,1.6246,1.6232,1.76975,2.21845
2019-11-29,98.273,1464.8,63.92,1.60985,1.6234,1.77315,2.20155
2019-12-06,97.7,1459.7571,64.27,1.61795,1.6667,1.8424,2.28415
2019-12-13,97.172,1475.8086,64.99,1.60575,1.6557,1.82345,2.2535
2019-12-20,97.69,1478.1997,66.1,1.6294,1.73285,1.91795,2.3432
2019-12-27,96.919,1510.6667,68.2,1.5842,1.6772,1.8761,2.31675
2020-01-03,96.838,1551.6527,68.7,1.5316,1.59285,1.79245,2.2487
2020-01-10,97.356,1562.283,65.1,1.5691,1.63235,1.8187,2.2782
2020-01-17,97.637,1556.6098,65.35,1.56435,1.62195,1.8241,2.2839
2020-01-24,97.853,1570.655,60.56,1.49365,1.50795,1.6848,2.1345
2020-01-31,97.39,1590.2,58.19,1.31815,1.31415,1.50425,1.99665
2020-02-07,98.684,1570.2858,54.5,1.4001,1.4035,1.58085,2.045
2020-02-14,99.124,1584.705,57.24,1.4289,1.41675,1.58745,2.03805
2020-02-21,99.262,1643.7011,58.36,1.3533,1.3216,1.4721,1.9161
2020-02-28,98.132,1585.125,50.5,0.92885,0.9484,1.1625,1.6835
2020-03-06,95.951,1674.235,45.5,0.50715,0.6101,0.7725,1.29545
2020-03-13,98.749,1529.6951,34.97,0.5032,0.7263,0.97805,1.5821
2020-03-20,102.817,1498.245,27.21,0.3214,0.47665,0.8813,1.4677
2020-03-27,98.365,1623.5,25.1,0.24475,0.3997,0.67385,1.24135
2020-04-03,100.576,1618.45,34.65,0.2249,0.38515,0.59865,1.21555
2020-04-10,99.517,1689.9,32.03,0.2294,0.4101,0.727,1.35115
2020-04-17,99.782,1684.6899,28.25,0.19985,0.3572,0.64095,1.263
2020-04-24,100.38,1729.43,21.8,0.22145,0.3742,0.60395,1.1746
2020-05-01,99.079,1700.415,26.6,0.19685,0.3521,0.6173,1.25225
2020-05-08,99.734,1702.65,30.86,0.1598,0.333,0.6839,1.3846
2020-05-15,100.402,1743.0,32.74,0.1501,0.31055,0.6436,1.32405
2020-05-22,99.863,1736.07,35.12,0.1686,0.3326,0.6566,1.37015
2020-05-29,98.344,1728.3,35.31,0.1632,0.3028,0.6518,1.41065
2020-06-05,96.937,1685.835,42.07,0.20915,0.4622,0.89265,1.6677
2020-06-12,97.319,1730.795,39.04,0.1939,0.3319,0.7092,1.46045
2020-06-19,97.623,1743.6151,41.92,0.1876,0.3242,0.6929,1.46185
2020-06-26,97.433,1771.475,40.67,0.16705,0.2996,0.6389,1.37075
2020-07-03,97.172,1775.045,42.78,0.1536,0.29345,0.66845,1.42855
2020-07-10,96.652,1798.895,43.17,0.1559,0.30315,0.6414,1.3324
2020-07-17,95.942,1809.9,43.1,0.1421,0.27785,0.6225,1.32635
2020-07-24,94.435,1901.4551,43.42,0.1484,0.2732,0.5864,1.2255
2020-07-31,93.349,1975.895,43.32,0.1083,0.2083,0.53225,1.195
2020-08-07,93.435,2035.0251,44.69,0.128,0.22865,0.56485,1.23395
2020-08-14,93.096,1944.29,44.95,0.146,0.2953,0.70855,1.44325
2020-08-21,93.247,1940.165,44.26,0.14625,0.2667,0.6355,1.3486
2020-08-28,92.371,1964.895,45.08,0.13185,0.27125,0.7236,1.5053
2020-09-04,92.719,1932.85,42.35,0.1458,0.29985,0.7205,1.47305
2020-09-11,93.333,1942.5,39.92,0.128,0.2524,0.6682,1.4132
2020-09-18,92.926,1950.2525,43.04,0.1401,0.28265,0.69615,1.4548
2020-09-25,94.642,1861.05,41.79,0.1299,0.26575,0.65525,1.4016
2020-10-02,93.844,1899.7,38.9,0.1319,0.2871,0.703,1.4917
2020-10-09,93.057,1930.43,42.82,0.1559,0.3397,0.77785,1.57645
2020-10-16,93.682,1899.225,42.85,0.1461,0.3241,0.7481,1.53445
2020-10-23,92.768,1901.8551,41.59,0.1544,0.3725,0.84045,1.64065
2020-10-30,94.038,1878.95,37.45,0.1554,0.3836,0.87285,1.65805
2020-11-06,92.229,1951.895,39.6,0.1537,0.3602,0.8193,1.6
2020-11-13,92.755,1888.5868,42.63,0.1801,0.4086,0.8971,1.6472
2020-11-20,92.392,1871.0158,45.24,0.15935,0.3723,0.8235,1.516
2020-11-27,91.79,1789.05,48.27,0.1534,0.3679,0.84055,1.57515
2020-12-04,90.701,1837.995,49.03,0.1517,0.4218,0.9717,1.74055
2020-12-11,90.976,1839.5593,50.07,0.12,0.3631,0.8956,1.6266
2020-12-18,90.016,1881.045,52.37,0.122,0.3806,0.94375,1.68945
2020-12-25,90.323,1877.075,51.3,0.12095,0.363,0.92555,1.6609
2021-01-01,89.937,1898.6,51.72,0.12205,0.36,0.91565,1.64555
